order_id,order_date,region,product,channel,quantity,unit_price,amount
1076,2026-02-16,NA,Doohickey,Online,1,9.50,9.50
1077,2026-01-02,EMEA,Widget,Online,10,19.99,199.90
1078,2026-02-04,NA,Gadget,Retail,1,49.00,49.00
1079,2026-02-14,NA,Gadget,Online,8,49.00,392.00
1080,2026-01-31,APAC,Widget,Partner,5,19.99,99.95
1081,2026-02-22,NA,Gadget,Partner,2,49.00,98.00
1082,2026-01-09,EMEA,Gizmo,Online,8,99.00,792.00
1083,2026-01-15,APAC,Gizmo,Retail,6,99.00,594.00
1084,2026-01-13,NA,Gizmo,Partner,1,99.00,99.00
1085,2026-02-27,EMEA,Gadget,Online,4,49.00,196.00
1086,2026-02-12,NA,Gadget,Partner,5,49.00,245.00
1087,2026-01-11,EMEA,Gizmo,Online,9,99.00,891.00
1088,2026-01-06,APAC,Doohickey,Online,5,9.50,47.50
1089,2026-01-31,EMEA,Gadget,Partner,2,49.00,98.00
1090,2026-02-28,NA,Gadget,Online,6,49.00,294.00
1091,2026-02-15,EMEA,Gadget,Online,5,49.00,245.00
1092,2026-01-03,NA,Gadget,Retail,3,49.00,147.00
1093,2026-01-31,APAC,Gizmo,Online,10,99.00,990.00
1094,2026-02-15,EMEA,Doohickey,Online,6,9.50,57.00
1095,2026-02-02,EMEA,Gizmo,Retail,5,99.00,495.00
1096,2026-02-04,APAC,Gizmo,Online,7,99.00,693.00
1097,2026-01-11,EMEA,Gizmo,Partner,3,99.00,297.00
1098,2026-02-07,NA,Gadget,Online,6,49.00,294.00
1099,2026-01-30,EMEA,Gadget,Partner,2,49.00,98.00
1100,2026-02-12,EMEA,Doohickey,Partner,5,9.50,47.50
1101,2026-01-01,NA,Widget,Retail,5,19.99,99.95
1102,2026-02-10,EMEA,Gizmo,Partner,7,99.00,693.00
1103,2026-03-01,NA,Doohickey,Partner,10,9.50,95.00
1104,2026-02-18,APAC,Widget,Partner,1,19.99,19.99
1105,2026-01-30,NA,Gizmo,Partner,4,99.00,396.00
1106,2026-02-20,EMEA,Doohickey,Retail,3,9.50,28.50
1107,2026-01-10,EMEA,Gizmo,Online,2,99.00,198.00
1108,2026-01-15,EMEA,Gadget,Retail,10,49.00,490.00
1109,2026-01-25,NA,Gizmo,Online,7,99.00,693.00
1110,2026-02-22,APAC,Gizmo,Partner,5,99.00,495.00
1111,2026-01-23,NA,Gizmo,Online,5,99.00,495.00
1112,2026-02-01,NA,Widget,Retail,1,19.99,19.99
1113,2026-02-08,NA,Gadget,Retail,9,49.00,441.00
1114,2026-01-24,EMEA,Widget,Partner,2,19.99,39.98
1115,2026-02-10,NA,Gizmo,Retail,7,99.00,693.00
1116,2026-02-23,NA,Widget,Online,1,19.99,19.99
1117,2026-02-24,APAC,Widget,Retail,1,19.99,19.99
1118,2026-02-14,EMEA,Widget,Retail,9,19.99,179.91
1119,2026-01-21,APAC,Gizmo,Retail,1,99.00,99.00
1120,2026-02-07,EMEA,Doohickey,Retail,5,9.50,47.50
1121,2026-02-05,EMEA,Gizmo,Online,2,99.00,198.00
1122,2026-02-12,NA,Gadget,Partner,10,49.00,490.00
1123,2026-01-26,EMEA,Gadget,Retail,10,49.00,490.00
1124,2026-02-23,NA,Gadget,Partner,6,49.00,294.00
1125,2026-02-25,APAC,Widget,Online,10,19.99,199.90
1126,2026-01-31,NA,Widget,Retail,7,19.99,139.93
1127,2026-03-01,APAC,Doohickey,Online,10,9.50,95.00
1128,2026-01-19,EMEA,Gadget,Online,3,49.00,147.00
1129,2026-02-26,EMEA,Gadget,Retail,4,49.00,196.00
1130,2026-01-27,APAC,Gizmo,Partner,7,99.00,693.00
1131,2026-02-02,NA,Gizmo,Partner,5,99.00,495.00
1132,2026-02-07,EMEA,Gizmo,Retail,7,99.00,693.00
1133,2026-01-25,APAC,Widget,Partner,4,19.99,79.96
1134,2026-01-20,APAC,Widget,Retail,3,19.99,59.97
1135,2026-01-03,EMEA,Gizmo,Online,8,99.00,792.00
1136,2026-01-13,APAC,Gizmo,Retail,4,99.00,396.00
1137,2026-02-06,EMEA,Doohickey,Online,2,9.50,19.00
1138,2026-01-21,NA,Doohickey,Partner,5,9.50,47.50
1139,2026-01-11,EMEA,Gizmo,Partner,10,99.00,990.00
1140,2026-01-25,EMEA,Widget,Partner,6,19.99,119.94
1141,2026-01-11,APAC,Doohickey,Online,6,9.50,57.00
1142,2026-02-01,EMEA,Doohickey,Retail,7,9.50,66.50
1143,2026-02-01,NA,Doohickey,Online,3,9.50,28.50
1144,2026-02-25,EMEA,Gizmo,Retail,5,99.00,495.00
1145,2026-01-20,EMEA,Gadget,Retail,9,49.00,441.00
1146,2026-02-22,APAC,Gizmo,Retail,6,99.00,594.00
1147,2026-02-13,EMEA,Gadget,Partner,3,49.00,147.00
1148,2026-01-26,APAC,Widget,Online,2,19.99,39.98
1149,2026-01-21,NA,Gizmo,Retail,4,99.00,396.00
1150,2026-03-01,NA,Gadget,Retail,8,49.00,392.00
1151,2026-01-18,EMEA,Gadget,Online,9,49.00,441.00
1152,2026-01-23,APAC,Doohickey,Online,8,9.50,76.00
1153,2026-02-04,APAC,Gizmo,Partner,2,99.00,198.00
1154,2026-02-20,APAC,Doohickey,Retail,5,9.50,47.50
1155,2026-01-02,EMEA,Widget,Retail,5,19.99,99.95
1156,2026-01-25,APAC,Doohickey,Partner,3,9.50,28.50
1157,2026-01-08,APAC,Gizmo,Partner,10,99.00,990.00
1158,2026-02-21,NA,Widget,Partner,6,19.99,119.94
1159,2026-02-19,APAC,Widget,Partner,10,19.99,199.90
1160,2026-02-25,APAC,Widget,Online,10,19.99,199.90
1161,2026-02-10,EMEA,Widget,Retail,7,19.99,139.93
1162,2026-02-17,APAC,Doohickey,Online,6,9.50,57.00
1163,2026-01-23,APAC,Gadget,Partner,10,49.00,490.00
1164,2026-02-03,APAC,Widget,Partner,1,19.99,19.99
1165,2026-02-25,EMEA,Doohickey,Partner,8,9.50,76.00
1166,2026-01-09,EMEA,Gadget,Online,7,49.00,343.00
1167,2026-02-02,EMEA,Gizmo,Retail,1,99.00,99.00
1168,2026-02-22,NA,Gizmo,Retail,9,99.00,891.00
1169,2026-01-14,EMEA,Widget,Partner,2,19.99,39.98
1170,2026-01-14,EMEA,Gizmo,Retail,5,99.00,495.00
1171,2026-01-25,EMEA,Gadget,Partner,1,49.00,49.00
1172,2026-02-07,EMEA,Gizmo,Partner,9,99.00,891.00
1173,2026-01-30,NA,Widget,Retail,7,19.99,139.93
1174,2026-01-25,APAC,Doohickey,Partner,5,9.50,47.50
1175,2026-02-25,NA,Widget,Retail,9,19.99,179.91
1176,2026-01-17,EMEA,Doohickey,Retail,8,9.50,76.00
1177,2026-01-22,NA,Widget,Partner,8,19.99,159.92
1178,2026-01-28,APAC,Gadget,Retail,3,49.00,147.00
1179,2026-01-13,APAC,Gizmo,Online,3,99.00,297.00
1180,2026-01-03,NA,Widget,Partner,6,19.99,119.94
1181,2026-01-28,EMEA,Gizmo,Retail,4,99.00,396.00
1182,2026-02-16,NA,Gizmo,Retail,5,99.00,495.00
1183,2026-01-23,EMEA,Doohickey,Online,5,9.50,47.50
1184,2026-01-25,APAC,Gizmo,Retail,2,99.00,198.00
1185,2026-02-08,NA,Gizmo,Partner,9,99.00,891.00
1186,2026-02-24,EMEA,Gizmo,Retail,9,99.00,891.00
1187,2026-01-16,APAC,Gizmo,Online,2,99.00,198.00
1188,2026-02-13,APAC,Widget,Online,4,19.99,79.96
1189,2026-02-28,EMEA,Gizmo,Partner,9,99.00,891.00
1190,2026-01-16,NA,Gadget,Online,1,49.00,49.00
1191,2026-02-13,NA,Doohickey,Retail,3,9.50,28.50
1192,2026-02-06,EMEA,Gadget,Partner,8,49.00,392.00
1193,2026-02-07,EMEA,Gizmo,Partner,5,99.00,495.00
1194,2026-02-27,NA,Widget,Partner,8,19.99,159.92
1195,2026-02-20,APAC,Widget,Partner,4,19.99,79.96
1196,2026-02-03,NA,Gadget,Retail,6,49.00,294.00
1197,2026-01-03,APAC,Doohickey,Partner,6,9.50,57.00
1198,2026-02-01,APAC,Widget,Partner,3,19.99,59.97
1199,2026-01-18,NA,Gizmo,Online,4,99.00,396.00
1200,2026-01-13,APAC,Doohickey,Partner,7,9.50,66.50
1201,2026-01-24,NA,Widget,Retail,5,19.99,99.95
1202,2026-02-05,EMEA,Gadget,Retail,5,49.00,245.00
1203,2026-02-09,APAC,Gizmo,Partner,7,99.00,693.00
1204,2026-01-09,APAC,Widget,Partner,1,19.99,19.99
1205,2026-02-01,NA,Gadget,Online,5,49.00,245.00
1206,2026-01-05,NA,Gadget,Online,7,49.00,343.00
1207,2026-02-03,EMEA,Doohickey,Partner,2,9.50,19.00
1208,2026-01-01,NA,Doohickey,Retail,1,9.50,9.50
1209,2026-01-17,APAC,Doohickey,Retail,2,9.50,19.00
1210,2026-01-18,EMEA,Gizmo,Partner,10,99.00,990.00
1211,2026-01-30,NA,Doohickey,Partner,9,9.50,85.50
1212,2026-01-22,APAC,Widget,Retail,7,19.99,139.93
1213,2026-01-17,NA,Doohickey,Partner,10,9.50,95.00
1214,2026-01-15,NA,Widget,Online,6,19.99,119.94
1215,2026-02-08,NA,Doohickey,Partner,9,9.50,85.50
1216,2026-03-01,NA,Doohickey,Retail,10,9.50,95.00
1217,2026-01-23,EMEA,Widget,Retail,3,19.99,59.97
1218,2026-02-14,APAC,Gizmo,Online,8,99.00,792.00
1219,2026-01-18,APAC,Widget,Online,10,19.99,199.90
1220,2026-02-28,EMEA,Gadget,Partner,8,49.00,392.00
1221,2026-01-14,APAC,Widget,Retail,9,19.99,179.91
1222,2026-02-12,NA,Doohickey,Partner,8,9.50,76.00
1223,2026-01-15,APAC,Gadget,Online,10,49.00,490.00
1224,2026-01-10,EMEA,Doohickey,Retail,10,9.50,95.00
1225,2026-02-26,NA,Widget,Online,6,19.99,119.94
1226,2026-02-23,EMEA,Doohickey,Online,1,9.50,9.50
1227,2026-02-06,EMEA,Widget,Retail,9,19.99,179.91
1228,2026-01-13,APAC,Widget,Online,3,19.99,59.97
1229,2026-02-26,NA,Gadget,Retail,4,49.00,196.00
1230,2026-01-31,APAC,Gadget,Partner,5,49.00,245.00
1231,2026-01-29,NA,Gizmo,Online,9,99.00,891.00
1232,2026-01-31,EMEA,Widget,Online,6,19.99,119.94
1233,2026-02-28,APAC,Widget,Online,5,19.99,99.95
1234,2026-01-25,EMEA,Gizmo,Retail,1,99.00,99.00
1235,2026-01-30,NA,Widget,Online,3,19.99,59.97
1236,2026-01-14,EMEA,Doohickey,Partner,7,9.50,66.50
1237,2026-01-25,EMEA,Widget,Partner,2,19.99,39.98
1238,2026-02-11,NA,Gizmo,Retail,4,99.00,396.00
1239,2026-02-09,EMEA,Gadget,Retail,3,49.00,147.00
1240,2026-01-23,EMEA,Widget,Retail,4,19.99,79.96
1241,2026-01-15,EMEA,Gadget,Online,8,49.00,392.00
1242,2026-01-03,EMEA,Doohickey,Retail,5,9.50,47.50
1243,2026-01-06,EMEA,Widget,Online,9,19.99,179.91
1244,2026-01-14,EMEA,Gadget,Partner,6,49.00,294.00
1245,2026-01-30,NA,Gizmo,Retail,3,99.00,297.00
1246,2026-02-11,NA,Doohickey,Partner,9,9.50,85.50
1247,2026-02-08,APAC,Widget,Online,10,19.99,199.90
1248,2026-02-12,EMEA,Gizmo,Online,7,99.00,693.00
1249,2026-02-22,APAC,Gadget,Partner,9,49.00,441.00
1250,2026-02-14,APAC,Gizmo,Partner,3,99.00,297.00
1251,2026-01-07,APAC,Gadget,Online,9,49.00,441.00
1252,2026-02-21,EMEA,Widget,Partner,4,19.99,79.96
1253,2026-02-06,APAC,Gadget,Partner,8,49.00,392.00
1254,2026-02-20,APAC,Widget,Online,5,19.99,99.95
1255,2026-01-13,NA,Gizmo,Retail,10,99.00,990.00
1256,2026-02-08,NA,Gadget,Online,1,49.00,49.00
1257,2026-01-02,NA,Widget,Online,1,19.99,19.99
1258,2026-01-18,EMEA,Gadget,Online,8,49.00,392.00
1259,2026-02-27,EMEA,Gadget,Retail,1,49.00,49.00
1260,2026-03-01,EMEA,Widget,Online,1,19.99,19.99
1261,2026-01-03,APAC,Gizmo,Partner,4,99.00,396.00
1262,2026-01-13,EMEA,Doohickey,Online,2,9.50,19.00
1263,2026-01-27,NA,Gadget,Online,2,49.00,98.00
1264,2026-02-28,EMEA,Doohickey,Retail,5,9.50,47.50
1265,2026-01-25,APAC,Doohickey,Partner,2,9.50,19.00
1266,2026-02-24,NA,Gizmo,Retail,3,99.00,297.00
1267,2026-02-11,APAC,Widget,Retail,10,19.99,199.90
1268,2026-01-23,NA,Widget,Partner,4,19.99,79.96
1269,2026-01-24,EMEA,Gadget,Retail,10,49.00,490.00
1270,2026-02-15,EMEA,Widget,Online,1,19.99,19.99
1271,2026-02-18,EMEA,Widget,Partner,8,19.99,159.92
1272,2026-02-14,EMEA,Gizmo,Partner,9,99.00,891.00
1273,2026-01-11,NA,Gadget,Retail,10,49.00,490.00
1274,2026-02-17,EMEA,Widget,Retail,2,19.99,39.98
1275,2026-02-23,NA,Gizmo,Partner,3,99.00,297.00
1276,2026-01-11,NA,Gizmo,Online,2,99.00,198.00
1277,2026-02-02,APAC,Doohickey,Partner,6,9.50,57.00
1278,2026-01-19,EMEA,Gadget,Online,3,49.00,147.00
1279,2026-01-18,APAC,Doohickey,Online,5,9.50,47.50
1280,2026-01-05,APAC,Doohickey,Retail,6,9.50,57.00
1281,2026-02-09,NA,Gadget,Partner,6,49.00,294.00
1282,2026-01-27,APAC,Gadget,Online,10,49.00,490.00
1283,2026-02-16,NA,Gizmo,Online,4,99.00,396.00
1284,2026-02-04,NA,Widget,Partner,10,19.99,199.90
1285,2026-01-03,EMEA,Doohickey,Retail,3,9.50,28.50
1286,2026-01-02,NA,Doohickey,Partner,2,9.50,19.00
1287,2026-01-19,APAC,Widget,Online,10,19.99,199.90
1288,2026-01-06,EMEA,Widget,Online,2,19.99,39.98
1289,2026-01-15,NA,Gadget,Online,8,49.00,392.00
1290,2026-01-13,NA,Gizmo,Partner,2,99.00,198.00
1291,2026-02-23,EMEA,Widget,Partner,7,19.99,139.93
1292,2026-01-05,APAC,Widget,Partner,7,19.99,139.93
1293,2026-01-23,NA,Widget,Online,2,19.99,39.98
1294,2026-02-20,APAC,Gadget,Partner,5,49.00,245.00
1295,2026-01-21,APAC,Gizmo,Retail,8,99.00,792.00
1296,2026-02-12,APAC,Gadget,Retail,7,49.00,343.00
1297,2026-01-06,NA,Gizmo,Partner,6,99.00,594.00
1298,2026-02-02,NA,Widget,Online,8,19.99,159.92
1299,2026-01-07,NA,Doohickey,Retail,1,9.50,9.50
1300,2026-02-23,NA,Widget,Online,10,19.99,199.90
1301,2026-01-25,APAC,Gizmo,Retail,4,99.00,396.00
1302,2026-01-11,NA,Doohickey,Online,9,9.50,85.50
1303,2026-01-21,APAC,Doohickey,Partner,6,9.50,57.00
1304,2026-02-25,APAC,Doohickey,Partner,8,9.50,76.00
1305,2026-01-15,NA,Doohickey,Retail,6,9.50,57.00
1306,2026-01-18,APAC,Doohickey,Partner,1,9.50,9.50
1307,2026-02-14,EMEA,Gizmo,Partner,2,99.00,198.00
1308,2026-02-09,EMEA,Gizmo,Online,2,99.00,198.00
1309,2026-01-06,EMEA,Widget,Retail,9,19.99,179.91
1310,2026-01-08,EMEA,Widget,Online,10,19.99,199.90
1311,2026-01-03,NA,Widget,Online,3,19.99,59.97
1312,2026-02-03,EMEA,Doohickey,Partner,7,9.50,66.50
1313,2026-01-24,EMEA,Gadget,Online,7,49.00,343.00
1314,2026-02-26,APAC,Widget,Partner,9,19.99,179.91
1315,2026-01-14,APAC,Gizmo,Partner,5,99.00,495.00
1316,2026-02-17,APAC,Doohickey,Retail,2,9.50,19.00
1317,2026-02-26,NA,Gizmo,Partner,7,99.00,693.00
1318,2026-01-26,APAC,Gadget,Partner,3,49.00,147.00
1319,2026-02-10,NA,Gizmo,Online,9,99.00,891.00
1320,2026-01-31,NA,Doohickey,Online,9,9.50,85.50
1321,2026-02-04,APAC,Widget,Retail,9,19.99,179.91
1322,2026-01-17,EMEA,Gadget,Retail,1,49.00,49.00
1323,2026-01-17,EMEA,Widget,Online,2,19.99,39.98
1324,2026-02-19,APAC,Widget,Partner,5,19.99,99.95
1325,2026-01-20,APAC,Gizmo,Retail,8,99.00,792.00
1326,2026-01-09,EMEA,Doohickey,Online,8,9.50,76.00
1327,2026-01-03,EMEA,Gadget,Retail,4,49.00,196.00
1328,2026-01-04,EMEA,Gadget,Partner,5,49.00,245.00
1329,2026-03-01,EMEA,Doohickey,Retail,10,9.50,95.00
1330,2026-02-07,APAC,Doohickey,Partner,1,9.50,9.50
1331,2026-01-24,NA,Gadget,Retail,5,49.00,245.00
1332,2026-01-17,EMEA,Gadget,Partner,3,49.00,147.00
1333,2026-01-16,NA,Gizmo,Online,8,99.00,792.00
1334,2026-01-20,NA,Gizmo,Partner,5,99.00,495.00
1335,2026-01-13,EMEA,Gadget,Partner,8,49.00,392.00
1336,2026-01-30,NA,Gadget,Online,6,49.00,294.00
1337,2026-02-24,EMEA,Gizmo,Partner,7,99.00,693.00
1338,2026-02-11,EMEA,Gadget,Online,9,49.00,441.00
1339,2026-01-07,EMEA,Gizmo,Online,8,99.00,792.00
1340,2026-02-10,EMEA,Gadget,Online,4,49.00,196.00
1341,2026-01-20,NA,Doohickey,Online,9,9.50,85.50
1342,2026-01-03,NA,Gizmo,Retail,1,99.00,99.00
1343,2026-02-27,APAC,Widget,Online,3,19.99,59.97
1344,2026-02-27,NA,Gadget,Online,1,49.00,49.00
1345,2026-03-01,NA,Doohickey,Partner,4,9.50,38.00
1346,2026-02-21,NA,Gizmo,Online,8,99.00,792.00
1347,2026-01-05,EMEA,Gizmo,Online,6,99.00,594.00
1348,2026-01-16,EMEA,Widget,Partner,9,19.99,179.91
1349,2026-02-10,NA,Gizmo,Retail,6,99.00,594.00
1350,2026-02-03,APAC,Widget,Online,4,19.99,79.96
1351,2026-01-11,APAC,Widget,Partner,4,19.99,79.96
1352,2026-02-09,NA,Gadget,Partner,9,49.00,441.00
1353,2026-01-07,NA,Doohickey,Partner,2,9.50,19.00
1354,2026-01-30,APAC,Gadget,Partner,6,49.00,294.00
1355,2026-01-17,NA,Gadget,Retail,2,49.00,98.00
1356,2026-01-04,APAC,Gadget,Online,10,49.00,490.00
1357,2026-01-20,APAC,Gizmo,Online,7,99.00,693.00
1358,2026-01-09,APAC,Gadget,Partner,7,49.00,343.00
1359,2026-02-28,EMEA,Gadget,Retail,2,49.00,98.00
1360,2026-02-19,APAC,Widget,Online,3,19.99,59.97
1361,2026-01-18,EMEA,Gizmo,Online,3,99.00,297.00
1362,2026-01-21,APAC,Doohickey,Retail,2,9.50,19.00
1363,2026-01-11,APAC,Doohickey,Online,10,9.50,95.00
1364,2026-01-11,EMEA,Doohickey,Partner,7,9.50,66.50
1365,2026-01-26,NA,Widget,Retail,7,19.99,139.93
1366,2026-02-11,NA,Doohickey,Partner,3,9.50,28.50
1367,2026-02-28,EMEA,Gadget,Online,1,49.00,49.00
1368,2026-02-28,EMEA,Widget,Partner,5,19.99,99.95
1369,2026-01-13,NA,Gizmo,Online,9,99.00,891.00
1370,2026-02-22,EMEA,Gizmo,Retail,2,99.00,198.00
1371,2026-01-10,EMEA,Widget,Retail,6,19.99,119.94
1372,2026-01-02,NA,Gadget,Online,10,49.00,490.00
1373,2026-01-09,APAC,Widget,Online,8,19.99,159.92
1374,2026-01-02,EMEA,Doohickey,Partner,6,9.50,57.00
1375,2026-01-13,EMEA,Widget,Retail,1,19.99,19.99
1376,2026-01-15,EMEA,Gizmo,Partner,1,99.00,99.00
1377,2026-02-07,APAC,Widget,Retail,2,19.99,39.98
1378,2026-02-03,APAC,Gizmo,Retail,5,99.00,495.00
1379,2026-02-27,NA,Doohickey,Retail,2,9.50,19.00
1380,2026-02-22,NA,Gadget,Partner,6,49.00,294.00
1381,2026-01-20,APAC,Gadget,Partner,10,49.00,490.00
1382,2026-01-29,EMEA,Gizmo,Online,1,99.00,99.00
1383,2026-01-02,APAC,Doohickey,Retail,9,9.50,85.50
1384,2026-01-24,APAC,Doohickey,Online,5,9.50,47.50
1385,2026-01-18,NA,Gadget,Online,7,49.00,343.00
1386,2026-01-29,APAC,Widget,Partner,6,19.99,119.94
1387,2026-02-11,NA,Gadget,Partner,1,49.00,49.00
1388,2026-02-14,APAC,Doohickey,Online,2,9.50,19.00
1389,2026-02-15,EMEA,Gadget,Partner,10,49.00,490.00
1390,2026-02-05,NA,Gizmo,Retail,7,99.00,693.00
1391,2026-01-11,EMEA,Gadget,Online,7,49.00,343.00
1392,2026-02-28,APAC,Widget,Partner,2,19.99,39.98
1393,2026-02-25,NA,Gadget,Online,10,49.00,490.00
1394,2026-01-23,NA,Widget,Online,2,19.99,39.98
1395,2026-02-06,APAC,Doohickey,Retail,6,9.50,57.00
1396,2026-01-21,EMEA,Gizmo,Partner,7,99.00,693.00
1397,2026-02-08,EMEA,Gadget,Online,5,49.00,245.00
1398,2026-02-12,EMEA,Doohickey,Partner,6,9.50,57.00
1399,2026-02-24,NA,Doohickey,Online,3,9.50,28.50
1400,2026-02-09,EMEA,Gizmo,Retail,9,99.00,891.00
1401,2026-01-28,APAC,Gadget,Online,10,49.00,490.00
1402,2026-01-03,EMEA,Gizmo,Partner,10,99.00,990.00
1403,2026-01-29,APAC,Widget,Online,6,19.99,119.94
1404,2026-01-15,APAC,Doohickey,Retail,4,9.50,38.00
1405,2026-01-29,APAC,Widget,Retail,2,19.99,39.98
1406,2026-01-10,APAC,Widget,Online,2,19.99,39.98
1407,2026-02-13,APAC,Doohickey,Retail,9,9.50,85.50
1408,2026-01-06,APAC,Gizmo,Retail,10,99.00,990.00
1409,2026-01-14,NA,Doohickey,Online,1,9.50,9.50
1410,2026-01-29,APAC,Doohickey,Online,3,9.50,28.50
1411,2026-02-05,EMEA,Doohickey,Partner,4,9.50,38.00
1412,2026-02-02,APAC,Doohickey,Online,7,9.50,66.50
1413,2026-02-17,EMEA,Doohickey,Retail,2,9.50,19.00
1414,2026-02-18,EMEA,Widget,Online,4,19.99,79.96
1415,2026-01-12,EMEA,Gadget,Retail,3,49.00,147.00
1416,2026-01-19,APAC,Gadget,Partner,5,49.00,245.00
1417,2026-02-14,NA,Doohickey,Retail,7,9.50,66.50
1418,2026-01-12,EMEA,Widget,Online,9,19.99,179.91
1419,2026-01-22,EMEA,Gizmo,Partner,7,99.00,693.00
1420,2026-01-01,NA,Doohickey,Retail,9,9.50,85.50
1421,2026-01-27,EMEA,Gizmo,Online,10,99.00,990.00
1422,2026-01-24,NA,Doohickey,Partner,10,9.50,95.00
1423,2026-01-05,EMEA,Widget,Partner,8,19.99,159.92
